movieId,title,imdbId,tmdbId
2723,Mystery Men (1999),132347,9824
2724,Runaway Bride (1999),163187,4806
2725,Twin Falls Idaho (1999),162830,33430
2726,"Killing, The (1956)",49406,247
2727,Killer's Kiss (1955),48254,10056
2728,Spartacus (1960),54331,967
2729,Lolita (1962),56193,802
2730,Barry Lyndon (1975),72684,3175
2731,"400 Blows, The (Les quatre cents coups) (1959)",53198,147
2732,Jules and Jim (Jules et Jim) (1961),55032,1628
2733,Vibes (1988),96378,21185
2734,"Mosquito Coast, The (1986)",91557,11120
2735,"Golden Child, The (1986)",91129,10136
2736,Brighton Beach Memoirs (1986),90774,32060
2737,Assassination (1987),92585,48686
2738,Crimes of the Heart (1986),90886,48259
2739,"Color Purple, The (1985)",88939,873
2740,"Kindred, The (1986)",91343,48660
2741,No Mercy (1986),91637,26789
2742,M??nage (Tenue de soir??e) (1986),92068,3934
2743,Native Son (1986),91613,108312
2744,Otello (1986),91699,198469
2745,"Mission, The (1986)",91530,11416
2746,Little Shop of Horrors (1986),91419,10776
2747,"Little Shop of Horrors, The (1960)",54033,24452
2748,Allan Quatermain and the Lost City of Gold (1987),92534,9710
2749,"Morning After, The (1986)",91554,31924
2750,Radio Days (1987),93818,30890
2751,From the Hip (1987),93051,24081
2752,Outrageous Fortune (1987),93690,20242
2754,Deadtime Stories (1987),92850,66194
2757,Frances (1982),83967,3526
2759,Dick (1999),144168,16406
2761,"Iron Giant, The (1999)",129167,10386
2762,"Sixth Sense, The (1999)",167404,745
2763,"Thomas Crown Affair, The (1999)",155267,913
2764,"Thomas Crown Affair, The (1968)",63688,912
2765,"Acid House, The (1998)",122515,12229
2766,"Adventures of Sebastian Cole, The (1998)",168449,67323
2769,"Yards, The (2000)",138946,19457
2770,Bowfinger (1999),131325,11353
2771,Brokedown Palace (1999),120620,17707
2772,Detroit Rock City (1999),165710,9781
2774,Better Than Chocolate (1999),168987,18212
2775,Head On (1998),138487,13817
2779,Heaven Can Wait (1978),77663,12185
2782,Pit and the Pendulum (1961),55304,28501
2784,"Masque of the Red Death, The (1964)",58333,25319
2786,Haunted Honeymoon (1986),91178,24103
2787,Cat's Eye (1985),88889,10552
2788,Monty Python's And Now for Something Completely Different (1971),66765,9267
2789,Damien: Omen II (1978),77394,10766
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",82377,10768
2791,Airplane! (1980),80339,813
2792,Airplane II: The Sequel (1982),83530,2665
2793,"American Werewolf in Paris, An (1997)",118604,9406
2794,European Vacation (aka National Lampoon's European Vacation) (1985),89670,11418
2795,National Lampoon's Vacation (1983),85995,11153
2796,Funny Farm (1988),95188,14170
2797,Big (1988),94737,2280
2798,Problem Child (1990),100419,11077
2799,Problem Child 2 (1991),102719,28597
2800,Little Nemo: Adventures in Slumberland (1992),104740,22611
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),119843,39780
2802,Tequila Sunrise (1988),96244,10396
2803,"Pelican Brief, The (1993)",107798,9944
2804,"Christmas Story, A (1983)",85334,850
2805,Mickey Blue Eyes (1999),130121,10154
2806,Teaching Mrs. Tingle (1999),133046,10342
2807,Universal Soldier: The Return (1999),176269,10366
2808,Universal Soldier (1992),105698,9349
2810,Perfect Blue (1997),156887,10494
2812,In Too Deep (1999),160401,22314
2813,"Source, The (1999)",181833,51679
2815,Iron Eagle (1986),91278,11037
2816,Iron Eagle II (1988),95382,11955
2817,Aces: Iron Eagle III (1992),103617,2038
2818,Iron Eagle IV (1995),113438,28737
2819,Three Days of the Condor (3 Days of the Condor) (1975),73802,11963
2820,Hamlet (1964),58175,141489
2822,Medicine Man (1992),104839,9096
2824,On the Ropes (1999),181733,113273
2826,"13th Warrior, The (1999)",120657,1911
2827,"Astronaut's Wife, The (1999)",138304,2900
2828,Dudley Do-Right (1999),160236,17709
2829,"Muse, The (1999)",164108,37718
2835,Chill Factor (1999),163579,2162
2836,Outside Providence (1999),125971,14578
2837,Bedrooms & Hallways (1998),126810,40694
2839,West Beirut (West Beyrouth) (1998),157183,49184
2840,Stigmata (1999),145531,10307
2841,Stir of Echoes (1999),164181,11601
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",118843,1075
2844,"Minus Man, The (1999)",151582,21719
2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",97050,47951
2847,Only Angels Have Wings (1939),31762,43832
2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",45251,47697
2851,Saturn 3 (1980),81454,
2852,"Soldier's Story, A (1984)",88146,26522
2856,I Saw What You Did (1965),59297,28295
2857,Yellow Submarine (1968),63823,12105
2858,American Beauty (1999),169547,14
2859,Stop Making Sense (1984),88178,24128
2860,Blue Streak (1999),181316,11001
2861,For Love of the Game (1999),126916,10390
2862,Caligula (1979),80491,9453
2863,"Hard Day's Night, A (1964)",58182,704
2865,Sugar Town (1999),173390,142132
2866,"Buddy Holly Story, The (1978)",77280,24153
2867,Fright Night (1985),89175,11797
2868,Fright Night Part II (1988),97390,18086
2870,Barefoot in the Park (1967),61385,17887
2871,Deliverance (1972),68473,10669
2872,Excalibur (1981),82348,11527
2874,"Pajama Game, The (1957)",50814,40867
2875,Sommersby (1993),108185,1049
2876,Thumbelina (1994),111419,28032
2877,Tommy (1975),73812,11326
2878,Hell Night (1981),82511,28377
2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),99558,10975
2880,Armour of God (Long xiong hu di) (1987),91431,10974
2881,Double Jeopardy (1999),150377,10398
2882,Jakob the Liar (1999),120716,2290
2883,Mumford (1999),140397,24071
2884,Dog Park (1998),129884,62994
2885,Guinevere (1999),160338,60994
2886,"Adventures of Elmo in Grouchland, The (1999)",159421,16112
2887,Simon Sez (1999),168172,32305
2888,Drive Me Crazy (1999),164114,14429
2889,"Mystery, Alaska (1999)",134618,15198
2890,Three Kings (1999),120188,6415
2891,"Happy, Texas (1999)",162360,24066
2892,New Rose Hotel (1998),133122,21430
2893,Plunkett & MaCleane (1999),134033,10381
2894,Romance (1999),194314,171982
2896,Alvarez Kelly (1966),60095,60285
2897,And the Ship Sails On (E la nave va) (1983),87188,5622
2898,"Dark Half, The (1993)",106664,10349
2899,Gulliver's Travels (1939),31397,42518
2900,Monkey Shines (1988),95652,29787
2901,Phantasm (1979),79714,9638
2902,Psycho II (1983),86154,10576
2903,Psycho III (1986),91799,12662
2905,Sanjuro (Tsubaki Sanj??r??) (1962),56443,11712
2906,Random Hearts (1999),156934,12618
2907,Superstar (1999),167427,13824
2908,Boys Don't Cry (1999),171804,226
2912,"Limey, The (1999)",165854,10388
2915,Risky Business (1983),86200,9346
2916,Total Recall (1990),100802,861
2917,Body Heat (1981),82089,14412
2918,Ferris Bueller's Day Off (1986),91042,9377
2919,"Year of Living Dangerously, The (1982)",86617,11541
2921,High Plains Drifter (1973),68699,11901
2922,Hang 'Em High (1968),61747,4929
2924,Drunken Master (Jui kuen) (1978),80179,11230
2925,"Conformist, The (Conformista, Il) (1970)",65571,8416
2926,Hairspray (1988),95270,11054
2927,Brief Encounter (1946),37558,851
2928,"Razor's Edge, The (1984)",87980,24453
2929,Reds (1981),82979,18254
2930,Return with Honor (1998),176093,56235
2931,Time of the Gypsies (Dom za vesanje) (1989),97223,20123
2932,Days of Heaven (1978),77405,16642
2935,"Lady Eve, The (1941)",33804,3086
2936,Sullivan's Travels (1941),34240,16305
2937,"Palm Beach Story, The (1942)",35169,32255
2939,Niagara (1953),46126,19997
2940,Gilda (1946),38559,3767
2941,South Pacific (1958),52225,17352
2942,Flashdance (1983),85549,535
2943,Indochine (1992),104507,2731
2944,"Dirty Dozen, The (1967)",61578,1654
2946,Help! (1965),59260,14831
2947,Goldfinger (1964),58150,658
2948,From Russia with Love (1963),57076,657
2949,Dr. No (1962),55928,646
2950,"Blue Lagoon, The (1980)",80453,5689
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",58461,391
2952,Sydney (Hard Eight) (1996),119256,8052
2953,Home Alone 2: Lost in New York (1992),104431,772
2956,Someone to Watch Over Me (1987),94008,31650
2959,Fight Club (1999),137523,550
2961,"Story of Us, The (1999)",160916,12220
2962,Fever Pitch (1997),119114,1610
2964,Julien Donkey-Boy (1999),192194,42881
2965,"Omega Code, The (1999)",203408,29064
2966,"Straight Story, The (1999)",166896,404
2967,"Bad Seed, The (1956)",48977,42196
2968,Time Bandits (1981),81633,36819
2969,"Man and a Woman, A (Un homme et une femme) (1966)",61138,42726
2970,Fitzcarraldo (1982),83946,9343
2971,All That Jazz (1979),78754,16858
2972,Red Sorghum (Hong gao liang) (1987),93206,42006
2973,Crimes and Misdemeanors (1989),97123,11562
2974,Bats (1999),200469,10496
2975,"Best Man, The (1999)",168501,16162
2976,Bringing Out the Dead (1999),163988,8649
2977,Crazy in Alabama (1999),142201,31306
2978,Three to Tango (1999),144640,10563
2979,Body Shots (1999),172627,14484
2982,"Guardian, The (1990)",99710,32043
2983,"Ipcress File, The (1965)",59319,15247
2984,On Any Sunday (1971),67527,29251
2985,RoboCop (1987),93870,5548
2986,RoboCop 2 (1990),100502,5549
2987,Who Framed Roger Rabbit? (1988),96438,856
2988,Melvin and Howard (1980),81150,38772
2989,For Your Eyes Only (1981),82398,699
2990,Licence to Kill (1989),97742,709
2991,Live and Let Die (1973),70328,253
2992,Rawhead Rex (1986),91829,13511
2993,Thunderball (1965),59800,660
2995,House on Haunted Hill (1999),185371,11377
2996,Music of the Heart (1999),166943,26149
2997,Being John Malkovich (1999),120601,492
3000,Princess Mononoke (Mononoke-hime) (1997),119698,128
3002,My Best Fiend (Mein liebster Feind) (1999),200849,8672
3003,Train of Life (Train de vie) (1998),170705,8056
3004,"Bachelor, The (1999)",120596,2020
3005,"Bone Collector, The (1999)",145681,9481
3006,"Insider, The (1999)",140352,9008
3007,American Movie (1999),181288,14242
3008,Last Night (1998),156729,16129
3010,Rosetta (1999),200071,11489
3011,"They Shoot Horses, Don't They? (1969)",65088,28145
3013,Bride of Re-Animator (1990),99180,18111
3014,Bustin' Loose (1981),82121,31361
3015,Coma (1978),77355,11223
3016,Creepshow (1982),83767,16281
3017,Creepshow 2 (1987),92796,16288
3018,Re-Animator (1985),89885,1694
3019,Drugstore Cowboy (1989),97240,476
3020,Falling Down (1993),106856,37094
3021,"Funhouse, The (1981)",82427,13555
3022,"General, The (1926)",17925,961
3024,Piranha (1978),78087,24831
3028,"Taming of the Shrew, The (1967)",61407,25560
3029,Nighthawks (1981),82817,21610
3030,Yojimbo (1961),55630,11878
3031,Repossessed (1990),100475,11510
3032,"Omega Man, The (1971)",67525,11234
3033,Spaceballs (1987),94012,957
3034,Robin Hood (1973),70608,11886
3035,Mister Roberts (1955),48380,37853
3036,"Quest for Fire (Guerre du feu, La) (1981)",82484,62204
3037,Little Big Man (1970),65988,11040
3038,"Face in the Crowd, A (1957)",50371,21849
3039,Trading Places (1983),86465,1621
3040,Meatballs (1979),79540,14035
3041,Meatballs Part II (1984),87700,40771
3042,Meatballs III (1987),93516,40772
3043,Meatballs 4 (1992),104837,40773
3044,Dead Again (1991),101669,11498
3045,Peter's Friends (1992),105130,11790
3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",113416,29371
3048,Under the Rainbow (1981),83254,47941
3051,Anywhere But Here (1999),149691,21349
3052,Dogma (1999),120655,1832
3053,"Messenger: The Story of Joan of Arc, The (1999)",151137,10047
3054,Pok??mon: The First Movie (1998),190641,10228
3055,Felicia's Journey (1999),165773,47692
3056,Oxygen (1999),160620,18561
3057,Where's Marlowe? (1998),118150,144953
3060,"Commitments, The (1991)",101605,11663
3061,Holiday Inn (1942),34862,13485
3062,"Longest Day, The (1962)",56197,9289
3063,Poison Ivy (1992),105156,9264
3064,Poison Ivy: New Seduction (1997),119908,18222
3066,Tora! Tora! Tora! (1970),66473,11165
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),95675,4203
3068,"Verdict, The (1982)",84855,24226
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",86856,11379
3071,Stand and Deliver (1988),94027,29154
3072,Moonstruck (1987),93565,2039
3073,"Sandpiper, The (1965)",59674,77915
3074,Jeremiah Johnson (1972),68762,11943
3075,Repulsion (1965),59646,11481
3076,Irma la Douce (1963),57187,2690
3077,42 Up (1998),164312,20565
3078,Liberty Heights (1999),165859,27141
3079,Mansfield Park (1999),178737,10399
3081,Sleepy Hollow (1999),162661,2668
3082,"World Is Not Enough, The (1999)",143145,36643
3083,All About My Mother (Todo sobre mi madre) (1999),185125,99
3086,Babes in Toyland (1934),24852,25898
3087,Scrooged (1988),96061,9647
3088,Harvey (1950),42546,11787
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),40522,5156
3090,Matewan (1987),93509,24276
3091,Kagemusha (1980),80979,11953
3093,McCabe & Mrs. Miller (1971),67411,29005
3094,Maurice (1987),93512,26371
3095,"Grapes of Wrath, The (1940)",32551,596
3096,My Man Godfrey (1957),50738,52470
3097,"Shop Around the Corner, The (1940)",33045,20334
3098,"Natural, The (1984)",87781,11393
3099,Shampoo (1975),73692,31121
3100,"River Runs Through It, A (1992)",105265,293
3101,Fatal Attraction (1987),93010,10998
3102,Jagged Edge (1985),89360,12235
3103,Stanley & Iris (1990),100680,36094
3104,Midnight Run (1988),95631,9013
3105,Awakenings (1990),99077,11005
3106,Come See the Paradise (1990),99291,59820
3107,Backdraft (1991),101393,2924
3108,"Fisher King, The (1991)",101889,177
3109,"River, The (1984)",88007,38557
3111,Places in the Heart (1984),87921,13681
3112,'night Mother (1986),90556,34760
3113,End of Days (1999),146675,9946
3114,Toy Story 2 (1999),120363,863
3115,Flawless (1999),155711,31582
3117,Ride with the Devil (1999),134154,22267
3120,"Distinguished Gentleman, The (1992)",104114,10411
3125,"End of the Affair, The (1999)",172396,20024
3127,Holy Smoke (1999),144715,13787
3129,Sweet and Lowdown (1999),158371,9684
3130,Bonfire of the Vanities (1990),99165,9586
3132,Daddy Long Legs (1919),10040,70801
3134,Grand Illusion (La grande illusion) (1937),28950,777
3135,"Great Santini, The (1979)",79239,21887
3138,Stealing Home (1988),96171,32331
3141,"Two Jakes, The (1990)",100828,32669
3142,U2: Rattle and Hum (1988),96328,18161
3143,Hell in the Pacific (1968),63056,31681
3145,Cradle Will Rock (1999),150216,32274
3146,Deuce Bigalow: Male Gigolo (1999),205000,10402
3147,"Green Mile, The (1999)",120689,497
3148,"Cider House Rules, The (1999)",124315,1715
3150,"War Zone, The (1999)",141974,42739
3152,"Last Picture Show, The (1971)",67328,25188
3153,"7th Voyage of Sinbad, The (1958)",51337,15515
3155,Anna and the King (1999),166485,1439
3156,Bicentennial Man (1999),182789,2277
3157,Stuart Little (1999),164912,10137
3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",162866,10387
3159,Fantasia 2000 (1999),120910,49948
3160,Magnolia (1999),175880,334
3161,Onegin (1999),119079,30237
3162,Simpatico (1999),174204,50116
3163,Topsy-Turvy (1999),151568,46435
3165,Boiling Point (1993),106455,22213
3167,Carnal Knowledge (1971),66892,36492
3168,Easy Rider (1969),64276,624
3169,The Falcon and the Snowman (1985),87231,26578
3171,Room at the Top (1959),53226,43103
3173,Any Given Sunday (1999),146838,9563
3174,Man on the Moon (1999),125664,1850
3175,Galaxy Quest (1999),177789,926
3176,"Talented Mr. Ripley, The (1999)",134119,1213
3177,Next Friday (2000),195945,10471
3178,"Hurricane, The (1999)",174856,10400
3179,Angela's Ashes (1999),145653,10397
3181,Titus (1999),120866,12524
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",192335,28216
3183,"Third Miracle, The (1999)",174268,36773
3185,Snow Falling on Cedars (1999),120834,10219
3186,"Girl, Interrupted (1999)",172493,3558
3189,My Dog Skip (1999),156812,17908
3190,Supernova (2000),134983,10384
3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",169302,48233
3194,"Way We Were, The (1973)",70903,10236
3196,Stalag 17 (1953),46359,632
3197,"Presidio, The (1988)",95897,11851
3198,Papillon (1973),70511,5924
3200,"Last Detail, The (1973)",70290,14886
3201,Five Easy Pieces (1970),65724,26617
3203,Dead Calm (1989),97162,10493
3204,"Boys from Brazil, The (1978)",77269,16241
3206,Against All Odds (1984),86859,22160
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),107659,9644
3210,Fast Times at Ridgemont High (1982),83929,13342
3211,"Cry in the Dark, A (1988)",94924,35119
3213,Batman: Mask of the Phantasm (1993),106364,14919
3214,American Flyers (1985),88707,14040
3217,"Star Is Born, A (1937)",29606,22692
3219,Pacific Heights (1990),100318,2990
3221,"Draughtsman's Contract, The (1982)",83851,10831
3223,"Zed & Two Noughts, A (1985)",90366,33078
3224,Woman in the Dunes (Suna no onna) (1964),58625,16672
3225,Down to You (2000),186975,10472
3230,"Odessa File, The (1974)",71935,21489
3235,Where the Buffalo Roam (1980),81748,13005
3238,Eye of the Beholder (1999),120662,18681
3240,"Big Tease, The (1999)",156639,20468
3241,"Cup, The (Ph??rpa) (1999)",201840,14521
3243,Encino Man (1992),104187,10406
3244,"Goodbye Girl, The (1977)",76095,14741
3246,Malcolm X (1992),104797,1883
3247,Sister Act (1992),105417,2005
3248,Sister Act 2: Back in the Habit (1993),108147,6279
3249,"Hand That Rocks the Cradle, The (1992)",104389,11087
3250,Alive (1993),106246,7305
3251,Agnes of God (1985),88683,24735
3252,Scent of a Woman (1992),105323,9475
3253,Wayne's World (1992),105793,8872
3254,Wayne's World 2 (1993),108525,8873
3255,"League of Their Own, A (1992)",104694,11287
3256,Patriot Games (1992),105112,9869
3257,"Bodyguard, The (1992)",103855,619
3258,Death Becomes Her (1992),104070,9374
3259,Far and Away (1992),104231,11259
3260,Howards End (1992),104454,8293
3261,Singles (1992),105415,11068
3262,Twin Peaks: Fire Walk with Me (1992),105665,1923
3263,White Men Can't Jump (1992),105812,10158
3264,Buffy the Vampire Slayer (1992),103893,10206
3265,Hard-Boiled (Lat sau san taam) (1992),104684,11782
3266,Man Bites Dog (C'est arriv?? pr??s de chez vous) (1992),103905,10086
3267,"Mariachi, El (1992)",104815,9367
3268,Stop! Or My Mom Will Shoot (1992),105477,9876
3269,Forever Young (1992),104291,10326
3270,"Cutting Edge, The (1992)",104040,16562
3271,Of Mice and Men (1992),105046,9609
3272,Bad Lieutenant (1992),103759,12143
3273,Scream 3 (2000),134084,4234
3274,Single White Female (1992),105414,9605
3275,"Boondock Saints, The (2000)",144117,8374
3276,Gun Shy (2000),171356,29076
3280,"Baby, The (1973)",69754,28156
3281,"Brandon Teena Story, The (1998)",144801,113096
3283,Minnie and Moskowitz (1971),67433,24349
3284,They Might Be Giants (1971),67848,27841
3285,"Beach, The (2000)",163978,1907
3286,Snow Day (2000),184907,15489
3287,"Tigger Movie, The (2000)",220099,15655
3289,Not One Less (Yi ge dou bu neng shao) (1999),209189,36210
3294,Eaten Alive (1977),74455,30062
3295,Raining Stones (1993),107920,62463
3296,To Sir with Love (1967),62376,25934
3298,Boiler Room (2000),181984,14181
3299,Hanging Up (2000),162983,10385
3300,Pitch Black (2000),134847,2787
3301,"Whole Nine Yards, The (2000)",190138,2069
3302,Beautiful People (1999),159272,61416
3303,Black Tar Heroin: The Dark End of the Street (2000),221023,79515
3306,"Circus, The (1928)",18773,28978
3307,City Lights (1931),21749,901
3308,"Flamingo Kid, The (1984)",87265,25010
3310,"Kid, The (1921)",12349,10098
3313,Class Reunion (1982),84395,33374
3315,Happy Go Lovely (1951),43618,127602
3316,Reindeer Games (2000),184858,2155
3317,Wonder Boys (2000),185014,11004
3323,Chain of Fools (2000),194368,20682
3324,Drowning Mona (2000),186045,25166
3325,"Next Best Thing, The (2000)",156841,1831
3326,What Planet Are You From? (2000),181151,10416
3327,Beyond the Mat (1999),218043,14271
3328,Ghost Dog: The Way of the Samurai (1999),165798,4816
3329,The Year My Voice Broke (1987),94347,19958
3330,Splendor in the Grass (1961),55471,28569
3331,My Tutor (1983),85980,2193
3334,Key Largo (1948),40506,11016
3338,For All Mankind (1989),97372,20423
3341,Born Yesterday (1950),42276,24481
3342,Birdy (1984),86969,11296
3344,Blood Feast (1963),56875,28172
3345,"Charlie, the Lonesome Cougar (1967)",62793,57855
3347,Never Cry Wolf (1983),86005,14280
3350,"Raisin in the Sun, A (1961)",55353,29478
3353,"Closer You Get, The (2000)",218112,73642
3354,Mission to Mars (2000),183523,2067
3355,"Ninth Gate, The (1999)",142688,622
3357,East-West (Est-ouest) (1999),181530,28463
3358,Defending Your Life (1991),101698,12186
3359,Breaking Away (1979),78902,20283
3360,Hoosiers (a.k.a. Best Shot) (1986),91217,5693
3361,Bull Durham (1988),94812,287
3362,Dog Day Afternoon (1975),72890,968
3363,American Graffiti (1973),69704,838
3364,"Asphalt Jungle, The (1950)",42208,16958
3365,"Searchers, The (1956)",49730,3114
3368,"Big Country, The (1958)",51411,12501
3370,Betrayed (1988),94731,31618
3372,"Bridge at Remagen, The (1969)",64110,15873
3374,Daughters of the Dust (1991),104057,68427
3378,"Ogre, The (Unhold, Der) (1996)",118043,48213
3379,On the Beach (1959),53137,35412
3384,"Taking of Pelham One Two Three, The (1974)",72251,8333
3385,Volunteers (1985),90274,19259
3386,JFK (1991),102138,820
3387,Who's Harry Crumb? (1989),98645,11718
3388,Harry and the Hendersons (1987),93148,8989
3389,Let's Get Harry (1986),91400,32031
3390,Shanghai Surprise (1986),91934,58048
3391,Who's That Girl? (1987),94321,26827
3392,She-Devil (1989),98309,11157
3393,Date with an Angel (1987),92834,28370
3394,Blind Date (1987),92666,918
3395,Nadine (1987),93596,61178
3396,"Muppet Movie, The (1979)",79588,11176
3397,"Great Muppet Caper, The (1981)",82474,14900
3398,"Muppets Take Manhattan, The (1984)",87755,11899
3400,We're Back! A Dinosaur's Story (1993),108526,18890
3401,Baby... Secret of the Lost Legend (1985),88760,19736
3402,Turtle Diary (1985),90219,123047
3403,Raise the Titanic (1980),81400,24575
3404,Titanic (1953),46435,16535
3405,"Night to Remember, A (1958)",51994,10971
3406,Captain Horatio Hornblower R.N. (1951),43379,23928
3408,Erin Brockovich (2000),195685,462
3409,Final Destination (2000),195714,9532
3410,Soft Fruit (1999),180181,117259
3412,"Bear, The (Ours, L') (1988)",95800,2383
3414,Love Is a Many-Splendored Thing (1955),48316,53879
3415,"Mirror, The (Zerkalo) (1975)",72443,1396
3417,"Crimson Pirate, The (1952)",44517,11570
3418,Thelma & Louise (1991),103074,1541
3420,...And Justice for All (1979),78718,17443
3421,Animal House (1978),77975,8469
3422,She's Gotta Have It (1986),91939,27995
3423,School Daze (1988),96054,36739
3424,Do the Right Thing (1989),97216,925
3425,Mo' Better Blues (1990),100168,41823
3426,Jungle Fever (1991),102175,1713
3428,"Champ, The (1979)",78950,30547
3429,Creature Comforts (1989),99317,54825
3430,Death Wish (1974),71402,13939
3431,Death Wish 2 (1982),82250,14373
3432,Death Wish 3 (1985),89003,24873
3433,Death Wish 4: The Crackdown (1987),92857,26263
3434,Death Wish 5: The Face of Death (1994),109578,34746
3435,Double Indemnity (1944),36775,996
3436,Dying Young (1991),101787,9079
3438,Teenage Mutant Ninja Turtles (1990),100758,1498
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),103060,1497
3440,Teenage Mutant Ninja Turtles III (1993),108308,1499
3441,Red Dawn (1984),87985,1880
3442,Band of the Hand (1986),90693,33762
3444,Bloodsport (1988),92675,11690
3445,Eyes of Laura Mars (1978),77530,29143
3446,Funny Bones (1995),113133,35292
3447,"Good Earth, The (1937)",28944,36652
3448,"Good Morning, Vietnam (1987)",93105,801
3449,"Good Mother, The (1988)",95238,104301
3450,Grumpy Old Men (1993),107050,11520
3451,Guess Who's Coming to Dinner (1967),61735,1879
3452,Romeo Must Die (2000),165929,2085
3453,Here on Earth (2000),195778,13539
3454,Whatever It Takes (2000),202402,16222
3455,Buddy Boy (1999),146516,109479
3456,"Color of Paradise, The (Rang-e khoda) (1999)",191043,17078
3459,Gothic (1986),91142,33516
3461,Lord of the Flies (1963),57261,9960
3462,Modern Times (1936),27977,3082
3466,Heart and Souls (1993),107091,12187
3467,Hud (1963),57163,24748
3468,"Hustler, The (1961)",54997,990
3469,Inherit the Wind (1960),53946,1908
3470,Dersu Uzala (1975),71411,9764
3471,Close Encounters of the Third Kind (1977),75860,840
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),74718,42237
3474,Retroactive (1997),117468,26689
3475,"Place in the Sun, A (1951)",43924,25673
3476,Jacob's Ladder (1990),99871,2291
3477,Empire Records (1995),112950,13531
3478,"Bamba, La (1987)",93378,16620
3479,Ladyhawke (1985),89457,526
3480,Lucas (1986),91445,13346
3481,High Fidelity (2000),146882,243
3483,"Road to El Dorado, The (2000)",138749,10501
3484,"Skulls, The (2000)",192614,11478
3489,Hook (1991),102057,879
3492,"Son of the Sheik, The (1926)",17416,85689
3494,True Grit (1969),65126,17529
3496,Madame Sousatzka (1988),95564,118098
3497,Max Dugan Returns (1983),85919,1793
3498,Midnight Express (1978),77928,11327
3499,Misery (1990),100157,1700
3500,Mr. Saturday Night (1992),104928,54087
3501,Murphy's Romance (1985),89643,34322
3502,My Life (1993),107630,41659
3503,Solaris (Solyaris) (1972),69293,593
3504,Network (1976),74958,10774
3505,No Way Out (1987),93640,10083
3506,North Dallas Forty (1979),79640,29786
3507,"Odd Couple, The (1968)",63374,11356
3508,"Outlaw Josey Wales, The (1976)",75029,10747
3510,Frequency (2000),186151,10559
3511,Ready to Rumble (2000),217756,20697
3512,Return to Me (2000),122459,2621
3513,Rules of Engagement (2000),160797,10479
3514,Joe Gould's Secret (2000),172632,125709
3515,Me Myself I (2000),183503,49721
3516,"Bell, Book and Candle (1958)",51406,2006
3519,Force 10 from Navarone (1978),77572,17339
3521,Mystery Train (1989),97940,11305
3524,Arthur (1981),82031,13665
3525,Bachelor Party (1984),86927,12309
3526,Parenthood (1989),98067,1552
3527,Predator (1987),93773,106
3528,"Prince of Tides, The (1991)",102713,10333
3529,"Postman Always Rings Twice, The (1981)",82934,11027
3531,All the Vermeers in New York (1990),99014,123757
3534,28 Days (2000),191754,10468
3535,American Psycho (2000),144084,1359
3536,Keeping the Faith (2000),171433,4967
3537,Where the Money Is (2000),149367,31776
3538,East is East (1999),166175,10557
3539,"Filth and the Fury, The (2000)",236216,27745
3543,Diner (1982),83833,13776
3544,Shakes the Clown (1992),102898,26291
3545,Cabaret (1972),68327,10784
3546,What Ever Happened to Baby Jane? (1962),56687,10242
3548,Auntie Mame (1958),51383,16347
3549,Guys and Dolls (1955),48140,4825
3550,The Hunger (1983),85701,11654
3551,Marathon Man (1976),74860,10518
3552,Caddyshack (1980),80487,11977
3553,Gossip (2000),176783,18041
3554,Love and Basketball (2000),199725,14736
3555,U-571 (2000),141926,3536
3556,"Virgin Suicides, The (1999)",159097,1443
3557,Jennifer 8 (1992),104549,10424
3559,Limelight (1952),44837,28971
3563,"Crow: Salvation, The (2000)",132910,9456
3564,"Flintstones in Viva Rock Vegas, The (2000)",158622,889
3565,Where the Heart Is (2000),198021,10564
3566,"Big Kahuna, The (2000)",189584,15723
3567,Bossa Nova (2000),180837,19600
3568,Smiling Fish and Goat on Fire (1999),162348,125537
3569,"Idiots, The (Idioterne) (1998)",154421,452
3571,Time Code (2000),220100,36234
3572,Carnosaur (1993),106521,39283
3573,Carnosaur 2 (1995),112634,65460
3574,Carnosaur 3: Primal Species (1996),115834,55667
3576,"Hidden, The (1987)",93185,12476
3577,Two Moon Junction (1988),96324,5241
3578,Gladiator (2000),172495,98
3580,Up at the Villa (2000),153464,47724
